text,label
"Jack Conway Says Rand Paul thinks drug-dealing, theft, burglary and prostitution should be decriminalized.",1
"I think what the authors of the (25th) Amendment principally had in mind was some kind of physical incapacitation or serious mental illness or a breakdown, an inability to function in office.",0
"More than 60 killed, hundreds of thousands displaced by flooding in Bangladesh.",0
The deaths of John Beilman and his daughter were linked to the Las Vegas mass shooting via a device found in Stephen Paddock's hotel room.,1
"More evidence coffee, tea could prevent diabetes",0
A video shows a man demonstrating an invisibility cloak.,1
"The Massachusetts health care plan is ""wildly unpopular"" among state residents.",1
Tidy Cats Lightweight brand cat litter causes breathing problems in cats.,1
Want to quit smoking ? Try acupuncture or hypnosis.,0
Pokémon Go developer Niantic is working on a Harry Potter version of the hugely popular augmented-reality game.,0
Another Potential Benefit of Cutting Calories: Better Memory,0
WHO to reconsider declaring global emergency as China virus evacuations begin.,0
Maraschino cherries are produced using a toxic dye that has been banned for human consumption.,1
"South Dakota launched a campaign against methamphetamine addiction with the tagline ""Meth. We're On It.",0
Scientists have determined a date in January is statistically the most depressing day of the year.,1
"Farmers feed their cattle candy, such as Skittles.",0
" A new gun law taking effect in California on January 1, 2016, will allow police to seize guns without prior notice. ",1
"Wendy Davis Says that each year, about 25,000 American women become pregnant through rape or incest.",1
Ultrasound of Neck Arteries May Help Gauge Stroke Risk,1
" Meryl Streep, who was critical of President-elect Donald Trump in a Golden Globes speech, once gave accused pedophile Roman Polanski a standing ovation at the Oscars. ",0
"Maintaining healthy vision may help keep brain in shape, too",1
Omega-3 Fatty Acids May Lower Breast Cancer Risk in Postmenopausal Obese Women,1
Man who gouged out ex’s eyes committed to mental facility.,0
3 economists who study poverty win Nobel Prize.,0
"Amarin fish oil capsule shows dramatic benefit for cardiovascular patients, potentially upending market",1
"Rick Scott Says his tax and fee cuts will save households ""$540 over two years.",1
Clark County ranks first in nation in syphilis rates.,0
Estrogen Lowers Breast Cancer and Heart Attack Risk in Some,0
Thailand extends ban on incoming passenger flights.,0
"Treating gum disease reduces prostate symptoms, CWRU researchers find",1
Beloved Mote Marine sea turtle gets new Broward County home.,0
"Some cardiologists estimate ""70 percent of all males over 50 have some form of heart disease.",1
Judge weighs whether NC schools conspired to depress wages.,0
"The Obama administration ... would impose on every Catholic institution, every Jewish institution, every Protestant institution the Obamacare standard of what you have to buy as insurance.",1
Combination approach shows promise for beating advanced melanoma,1
"In Yemen, world's worst cholera outbreak traced to eastern Africa.",0
The artificial sweetener Splenda was inadequately tested and is unsafe for human consumption.,1
"Congo Ebola epidemic exceeds 1,000 cases: health ministry.",0
"When U.S. President Donald Trump was asked what he'd say to people who lost family members to COVID-19, he replied, ""I would say this didn't hurt anyone as much as it hurt me.",1
Blogger Says Vicks VapoRub caused a child’s death.,1
"Donald Trump Says that “over a 45-minute period that we had the press conference” on the coronavirus on March 13, 2020, the stock market set ""an all-time record.",1
THC will be removed from drug-test screenings “starting on August 30th.”,1
Utah governor criticizes federal marijuana reform inaction.,0
"Obamacare ""will provide insurance to all non-U.S. residents, even if they are here illegally.",1
Post-war Liberians are demanding better mental health care.,0
"The stimulus bill contains ""$20 million for the removal of small to medium-sized fish passage barriers"" and ""$25 million to rehabilitate off-roading trails for ATVs.",0
"  Former Navy SEAL Chris Kyle, the author of “American Sniper,” shot   looters in New Orleans after Hurricane Katrina, shot two carjackers in   Texas, and punched Jesse Ventura in the face.     ",1
"Viral posts claim that climate change is a ""made-up catastrophe.",1
"Neomycin sulphate, an antibiotic, is in vaccines and can lead to epilepsy, brain damage and allergic reactions.",1
Study shows therapy improves quality of life in people who have sleep apnea.,1
"Zinc will help your cold, at least a little",1
Diabetes drug may keep lung cancer at bay,1
Some Cubans choose dose of private medicine despite price.,0
"The Chilean ""privatization scheme"" that Sharron Angle supports ""has resulted in hidden fees, fewer benefits, and millions of people with no coverage.",1
"In Africa, a child dies every minute because of (malaria).",0
“Spiral” CT scans reduce smoker deaths: study,1
Mississippi has passed a bill granting churchgoers the right to shoot and kill citizens at will.,1
"I remember one of [Curt Schilling's] teammates said he painted his sock, the bloody sock.",1
Scarless weight-loss surgery: pacemaker for your hunger,1
Trampolines add bounce to group fitness classes.,0
MUSCULAR DYSTROPHY: HEARTBROKEN FAMILY AWAITS FDA DECISION ON EXPERIMENTAL DRUG,0
Consuming tainted lettuce caused more deaths in 2018 than homicides perpetrated by undocumented immigrants. ,1
Medtronic recalls heparin-coated bypass equipment.,0
The Baseball Diet Is Proving To Be A Heavy Favorite For Shedding Pounds In 2015,1
Early breast cancers may need less lymph node surgery,0
"Using the ""African method"" of sitting over a steaming cooking pot can help you avoid contracting COVID-19.",1
Second man arrested in probe of Mac Miller’s overdose death.,0
Facebook post says Joe Biden has said 150 million Americans died from guns and another 120 million from COVID-19,0
"Adam Hasner Says George LeMieux ""even compared Marco Rubio to Barack Obama.",1
Fiancee sues over principal’s death in bone marrow procedure.,0
"Every day, ""about 100 people will be arrested for possession of marijuana in Georgia.",1
"Routine ""recess"" a hit at White House obesity summit.",0
ATTC VR-84 is a patent for Zika virus that comes from the Rockefeller Foundation.,1
"Planned Parenthood is ""not actually doing women’s health issues.",1
We've caught Iran cheating on the interim (nuclear) deal.,1
The Claim: Aspirin Can Reduce the Risk of Alzheimer’s Disease,1
"North Korea to launch medical tourism, targeting visitors from China.",0
There is a demonstrable link between marijuana legalization and an increase in violent crime.,1
"A forthcoming Russian reality show called ""Game2: Winter"" will permit contestants to commit crimes, including rape and murder.",1
Ginger Supplements Might Ease Inflammation Linked to Colon Cancer,1
Cyclone death toll above 750; fighting disease new challenge.,0
"Here in Florida, I’ve slashed government by 10 percent. That's $7 billion.",1
"Every dropout costs us $72,000 for the life of that person.",1
"Muslim nurses now have the ""option of participating in medical operations without washing their hands.",1
"After initially agreeing with Republicans on an amount for Zika funding, ""Democrats derailed it.",1
U.S. 'gag rule' linked to 40% jump in abortions in parts of Africa.,0
Sometimes I was the only 'no' vote on the entire board.,0
Trial Shows Cystic Fibrosis Drug Helped Ease Breathing,0
"Fish Oil Pills During Pregnancy Might Mean Stronger, Healthier Kids",0
"Three border agents in San Diego ""were very badly hurt through getting hit with rocks and stones.”",1
Clusters of illness linked to CBD vapes share 2nd connection.,0
HIV in America: Studies zero in on trouble spots.,0
Inmate awaiting mental health treatment dies in Aspen jail.,0
Sanofi to cut U.S. insulin costs for some patients to $99 per month.,0
Stanford team finds blood test to help identify Alzheimer’s disease,1
"New Breast Reconstruction Technique Provides Better Outcomes, Less Discomfort for Women Recovering From Breast Cancer",1
"Theophilus Van Kannel, who developed the revolving door, did so because of an aversion to holding open doors for women and other acts of chivalry.",1
U.S. President Donald Trump golfed several times and held a number of rallies after learning about the threat of the coronavirus. ,0
Same-day hip replacements get patients back on their feet,1
New transplant research aims to salvage infected donated organs.,0
I'm all ears: fossils reveal human ancestors' hearing abilities.,0
"Reince Priebus Says Hillary Clinton took ""money from kings of Saudi Arabia and Morocco and Oman and Yemen.",1
Problems spur FDA caution on insulin pump,0
"NASA twins study explores space, the final genetic frontier.",0
Crohn’s patients respond to J&J’s Stelara in study.,1
"Ohio committee rejects medical marijuana for anxiety, autism.",0
"The number of doctors in specialist psychiatry training fell from 3,187 in 2009 to 2,588 in the first quarter of this year.",1
"Grocery store chain H-E-B's ""hurricane emergency supplies"" included a limit of two on brisket, due to projected storms in Texas.",1
Teen eating habits may help cut breast cancer risk,1
"More lives are lost from violence against women, sex-selective abortion, female infanticide, suicide, egregious maternal mortality, and other sex-linked causes than were lost during all of the wars and civil strife of the 20th century.",1
“Boil some orange peels wit cayenne pepper in it stand over the pot breathe in the steam so all that mucus can release from yo nasal… MUCUS is the problem its where THE VIRUS LIVES!!!”,1
Wrist replacement surgery is a last resort for those who wish to save hand’s range of motion,1
New psoriasis drug is more effective than current treatment,1
"Walter ""Blackie"" Wetzel, a former leader of the Blackfeet Nation, designed the Indian head logo for the Washington D.C. ""Redskins"" NFL team.",0
"The UK is performing 240,000 Covid-19 tests a day.",1
What is and isn't a Schedule I narcotic is a job for Congress.,1
Researchers produce first widely protective vaccine against chlamydia,1
A medical examiner's conclusion that Health and Human Services drug pricing adviser Daniel Best died of multiple blunt force injuries contradicts the official ruling that he committed suicide.,1
 A federal judge has approved GOP Congressman Trey Gowdy’s request to exhume the body of Vince Foster to determine if Bill and Hillary Clinton were involved in his death 23 years ago. ,1
A photograph shows an eagle catching a drone. ,0
Christmas miracle for Florida dog whose heart stopped.,0
Another dolphin dies at Arizona aquatic facility.,0
"What the facts say"" is ... ""the best scenario for kids is a loving mom and dad.",1
FDA advisory panel rejects J&J drug for acute coronary syndrome.,0
Gene-editing Chinese scientist kept much of his work secret.,0
 A baby died at an unnamed medical facility because its parents refused to allow a black nurse to care for the child.,1
Bat from Shawnee County tests positive for rabies.,0
Germany has banned pork from school canteens because it offends Muslim 'migrants.',1
Coronavirus prompts Canada to roll out safe drugs for street users.,0
"Wayne National Forest plans fires for tree, wildlife health.",0
"School closures will have little impact on COVID-19 control, review finds.",0
"The state of Michigan threatened local beavers with a $10,000 per day fine for failing to remove their dams.",0
More infected in fresh wave of China bird flu - WHO.,0
Raw Milk Straight from the Cow,0
Results mixed on Merck’s new painkiller,1
“Maine House Democrats Vote to Allow Female Genital Mutilation.”,1
"Trump: Asian-Americans not responsible for virus, need protection.",0
Nerve Zap Might Ease Pain of Herniated Disk,1
Kansas officials suggest alternatives to deal with pond scum.,0
"McDonald's in England only sells organic milk and free-range eggs, which provides more nutritious offerings than in the U.S.",1
Wholly domestic communication between you and your wife can go to New York to London and back and get caught up in the (NSA) database.,0
New Findings Show Xience Stents Are as Safe and Effective as Others,1
Italy looks to safeguard biomedical valley leading fight against COVID-19.,0
"Microsoft owns patent ""666,"" which involves inserting microchips into people to mine their activity for cryptocurrency purposes. ",1
House passes $1.4T government spending bill amid impeachment.,0
Chumlee from 'Pawn Stars' has passed away.,1
The seasonal flu kills more people every year in the U.S. than COVID-19 has to date. ,1
"Just on the issue of immigration alone, it is next to impossible to find a policy difference between (Donald) Trump and Congressman (Joe) Heck.",1
"The 1918 influenza pandemic was called the ""Spanish Flu"" because it emanated from Spain.",1
Woman strangled at North Carolina assisted living center.,0
One out of four corporations doesn't pay a nickel in (federal income) taxes.,1
"Getting your hair washed at a beauty salon can, in rare cases, increase the chances of a stroke.",0
Busting the vitamin C myth,1
UN demands immediate halt to attacks in Ebola areas in Congo.,0
Minnesota environmentalists aren’t excited about DFL’s wins.,0
"More ""25- to 34-year-olds are moving to Austin than any other city in America.",1
"Denver Zoo mourns death of oldest hippo, 58-year-old 'Bertie'.",0
EU court orders countries take hard line on air quality.,0
Alabama: Case of meningococcal disease in Jackson County.,0
America’s air isn’t getting cleaner as fast as it used to.,0
Drug critic slams FDA over antibiotic oversight in meat production.,0
Astrophysicist Neil DeGrasse Tyson admonished a little girl who said she wanted to live on the planet Jupiter.,1
Indonesian barber gears up to groom during coronavirus.,0
China detains man for spreading 'panic' with bird flu rumors.,0
Coffee serves as an effective mosquito repellant and protection against infection by the Zika virus.,1
Voted the ‘best specialty plate in America’,1
WVa Senate forms committee dedicated to child welfare issues.,0
Northern Colorado to get new VA clinic.,0
Women absorb and retain DNA from every man they have had sex with.,1
"Canada has legalized euthanasia, enabling parents to ""kill disabled children.",1
Children in intensive care recover faster with little to no nutrition,1
A passenger plane was forced to make an emergency landing because one passenger's vagina had an offensive odor.,1
Drone technology now allows an individual to be recorded in their homes by drones as small as birds and immediately uploaded to the internet.,0
"A photograph shows people lining up outside a Houston, Texas shelter to turn in unwanted animals to be euthanized.",1
Hillary Clinton supported and helped free two Black Panthers accused of torturing and murdering Alex Rackley.,1
A painting depicting J. Marion Sims' experiments on enslaved Black women is on display at the Alabama state Capitol.,1
"World closes borders, restricts travel to contain coronavirus spread.",0
"“The national coin shortage was done intentionally, the Mint is no longer releasing coins into circulation aka this is the beginning of the end of paper money.”",1
"Jordan, Egypt faulted for deaths of US-trained sniffer dogs.",0
State regulators strip ex-USC dean of medical license.,0
UK’s Johnson pushes his Brexit message as election nears.,0
"Governor Rauner has called every year for eliminating funding for afterschool programs for at-risk youth, homeless prevention services and programs that help autistic children.",0
" The Centers for Disease Control and Prevention (CDC) has admitted that 98 million Americans were given cancer through polio shots contaminated with SV40, a cancer-causing virus found in monkeys. ",1
"A stranger who stopped to change a tire on a disabled limo was rewarded for his efforts when the vehicle's passenger, Donald Trump, paid off his mortgage.",1
Santa Barbara Zoo’s elderly elephant Little Mac euthanized.,0
The Trump Administration’s policies have halted a research effort seeking a cure for HIV.,0
Judge blocks graphic cigarette warnings.,0
"Over 37 million bees were killed by a large GMO cornfield planted in Ontario, Canada.",1
Selenium Supplements Might Give Modest Benefit Against Cholesterol,0
“President Trump has come into contact with a potential coronavirus sufferer!”,1
"The Democrat-backed health care reform plan ""will require (Americans) to subsidize abortion with their hard-earned tax dollars.",1
Rhode Island’s teen binge drinking rate is double the national average.,1
New Delhi declares public emergency as pollution at year's worst.,0
"Sun, sand and root canal: Medical tourism booms in Costa Rica.",0
"Raised for meat in South Korea, dogs head for new homes in U.S.",0
New blood test may transform the way cancer is monitored and treated,1
Sanitizer will do nothing for the coronavirus.,1
France's 20th century radium craze still haunts Paris.,0
Researchers develop automated melanoma detector for skin cancer screening,1
New DNA Tests Aimed at Reducing Colon Cancer,1
"President Barack Obama’s budget threatens national security by proposing ""an Army of fewer personnel than we had before Pearl Harbor.",1
Increasing H7N9 bird flu toll demands constant vigilance.,0
"Good news, bad news for former estrogen users",1
Baltimore mayor says her $500K book deal was a ‘mistake’.,0
"Chain message Says ""special military helicopters will spray pesticide against the Corona virus in the skies all over the country.",1
Legionnaires' disease can be contracted from a face mask used repeatedly.,1
Justin Bieber and Katy Perry made public statements warning that the music industry is run by pedophiles.,1
The Michigan secretary of state's office sent absentee ballots to 7.7 million people,1
Indiana veteran who wanted final flight dies after reunion.,0
"Pakistan battles dengue epidemic, with 20 deaths so far.",0
UK trials new breathing aid developed by Mercedes Formula One.,0
The trouble with mammograms,0
Bike sharing offers big fitness benefits for the little commute.,0
"Pop culture, wealthy Chinese spur medical tourism in Asia.",0
A young boy named Dakota was air lifted to the hospital after having a seizure.,1
Over half the people on disability are either anxious or their back hurts.,1
People in Kansas have been jailed due to medical debt.,0
Chicago teachers’ contract talks about more than money.,0
Oramed says oral insulin succeeds in midstage type 2 diabetes trial,1
FDA approves Epclusa for treatment of chronic Hepatitis C virus infection,0
"Lorraine Fende Says that in Ohio ""right now, you could be 8½ months pregnant and have an abortion for no reason.",0
"To Inspect the Heart, Some Doctors Now Start at the Wrist",0
Singapore seizes ivory from nearly 300 elephants in record haul.,0
"The ""Wall Street Journal"" (or another large news outlet) has published documents leaked from Walter Reed Medical Center which show President Donald Trump's ""true"" weight and prove a conspiracy to mislead the public.",1
"Steve McQueen Says 21 million people ""still suffer slavery today.",0
"Tom Barrett Says ""Scott Walker says he would ban stem cell research",1
MRI Might Screen for Autism,1
"Five-Year Follow-Up Study Further Supports Effectiveness and Safety of the Essure® Procedure as a Non-Surgical, Non-Hormonal Option for Permanent Contraception",1
California’s new governor says ‘God no’ to run for president.,0
Gallbladder removed through mouth in new surgical technique,1
"Jimmy Carter published an open letter entitled ""Losing My Religion for Equality.",0
Application of Vicks VapoRub to the soles of children's feet effectively counters nighttime cough.,1
Palliative Care Consults for Patients with Advanced Cancers Reduces Hospitalization and Improves Quality of Care,1
Unfortunately we have documented instances where people defecated in the (Statehouse) building.,1
Over-the-counter painkiller paracetamol is contaminated with the Machupo virus and should be avoided.,1
"Jack Andraka, 15, came up with a “100 percent accurate” cancer-detection method that was “168 times faster, 26,000 times less expensive, and 400 times more sensitive” than current methods.",1
"“Presidential alerts” are capable of accessing the E911 chip in your phones, which provides the government full access to your location, microphone, camera and every function of your phone.",1
Health officials warn of possible Legionnaires’ exposure.,0
"Former Vice President Joe Biden received five medical deferments, allowing him to avoid serving in the Vietnam War.",0
Study finds computers hinder accuracy in mammography,0
"Nelson Wolff Says uncompensated health care costs absorbed by Texas hospitals are adding $1,800 a year to Texas private insurance rates.",1
Mice regrow brain tissue after stroke with bioengineered gel,1
Zinc eaten at levels found in biofortified crops reduces 'wear and tear' on DNA,1
" Little Lauren Renee Pingel was in a car accident in Amarillo, Texas, and despite being strapped in a car seat, was severely injured.  Her grandmother has issued an email request for prayer. ",0
Over 200 visitors enroll in New Mexico medical pot program.,0
Boy on hospital floor dominates Britain’s election campaign.,0
"Tom Hanks, wife Rita Wilson test positive for coronavirus in Australia.",0
1st federal opioid crisis trial to focus on distribution.,0
Nearly 40 percent of his McAllen-area constituents suffer from obesity.,0
Latex rubber is in vaccines and causes life-threatening allergic reactions.,1
"In countries where there are higher, more strict gun laws, there is more gun violence.",1
Film academy president keeps job following investigation.,0
"When people enter the service, there’s not a mental health evaluation.",0
"Under Hillary Clinton, State Department ""officials were sending official thank-yous to people who gave to the Clinton Foundation.",1
"Every day, four North Carolinians die from a medication or drug overdose.",0
"KT McFarland, Trump's pick for his national security team, outed her gay brother as he was dying from AIDS.",1
County contracts mental health provider for Montana jail.,0
Breast cancer diagnosis gets a boost with gammagrams,0
"Vaping illness, deaths likely very rare beyond U.S., experts say.",0
China dangles a potentially harmful new threat in trade war.,0
"In October 2019, Chick-fil-A's charitable donations were contributing to efforts to introduce the death penalty for homosexuality in Uganda.",1
A widely shared social media post accurately lists reprehensible acts committed by former Maricopa County Sheriff Joe Arpaio.,1
"  Up to 70% of Americans have been infected with a “Vampire Fungus” from eating unhealthy foods that causes weight gain, skin problems and indigestion.   ",1
Hurricane Harvey’s toxic impact deeper than public told.,0
Britons warned some coronavirus lockdown measures could last months.,0
Gardens at VA Hospital provide recreation and therapy.,0
"A video shows a chicken being hypnotized by holding its head down and ""drawing"" a line in the sand extending from its beak. ",0
The attorney general requires that rape victims pay for the rape kit.,1
The number of new cases in South Korea is declining.,0
"Anxiety, anger and hope as women face childbirth during coronavirus pandemic.",0
GSK hands back failed muscular dystrophy drug to Prosensa.,0
Encouraging clinical results for an antibody drug to prevent or treat HIV,1
"Typhoon lashes Japanese capital, one dead, power, transport disrupted.",0
3 win Nobel Prize for showing how cells sense low oxygen.,0
Trump administration drops Obama-era water protection rule.,0
"Mitch McConnell Says he ""voted for even stronger protections (in the Violence Against Women Act) than Obama's agenda will allow.",1
UN says Ebola in Congo still qualifies as global emergency.,0
A news reporter in Florida was diagnosed with cancer after a viewer spotted a lump in her throat during a broadcast. ,0
Once-a-day AIDS pill may be OK’d soon,1
Ireland to clarify abortion rules after woman's death.,0
"The president looks like he was ahead of the curve – as you know, he talks about this all the time – on shutting down travel from China.",1
Fourth Canadian farm hit by pig killing virus: Ontario official.,0
Doctors and nurses suffered as Iran ignored virus concerns .,0
Toking up while working out: Pair plan gym allowing pot use.,0
"New schizophrenia drugs no better, Dutch team find.",0
"Key moments in lead in water crisis in Flint, Michigan.",0
"J&J recalls 33,000 bottles of baby powder as FDA finds asbestos in sample.",0
New Surgery to Treat Asthma,1
Definitive tests for irritable bowel syndrome developed at Cedars-Sinai: New blood tests will speed up diagnosis for the most common GI disorder,1
Donald Trump was not accused of sexual assault until he ran for President in 2016.,1
"If you did the ""age challenge"" and used FaceApp to upload your picture, Russians now own all of your photographs.",1
TravelLab: Adults take over science museums when night falls.,0
Testing Athletes’ Hearts May Cut Deaths,0
Is it Brain Infection or Cancer? A New Rapid Test Could Hold the Answer,1
A dog named Daisy rescued hundreds of people from the damaged World Trade Center towers on 9/11.,1
"Brain scans may help diagnose neurological, psychiatric disorders",1
Prostate cancer treatment may spark heart problems,1
"Ban trans fats and cut salt, demands UK health body.",0
"Women Taking Calcium Supplements May Risk Heart Health, Researchers Say",0
Study finds deregulation fuelling obesity epidemic.,0
"The opening line of the Christmas carol ""God Rest Ye Merry Gentlemen"" means ""God make you mighty, gentlemen.",1
"Scans cut heart attack rates and save lives, major study finds",1
Methamphetamine use soars in Iran as lifestyles speed up.,0
Bill Gates has openly admitted that vaccinations are designed so that governments can depopulate the world.,1
"United States President Donald Trump's website is selling breathing masks bearing his slogan, ""Make America Great Again.",1
"Syria, insisting it is coronavirus-free, takes broad steps to prevent spread.",0
Chicago woman finds 15 half siblings through DNA test.,0
Antivirals should be used to fight Covid-19.,1
"Early Cesareans put babies at risk, study finds",0
"Twenty-three million Americans suffer from addiction, but only 1 in 10 get treatment.",0
Singer Dolly Parton donated USD$1 million toward research into treatments against COVID-19.,0
Zambia to vaccinate 1 million against cholera amid outbreak.,0
State to labs: report all results of tests for 3 diseases.,0
Boston Scientific sees opportunity in rival's setback.,0
"Under David Dewhurst’s leadership, the Texas ""Senate passed an expansion of in-state tuition and free health care to illegal immigrants.",1
Treatment for Peanut Allergies Shows Promise,0
Early Prostate Cancer Kept at Bay in Two Studies for High-Risk Men,1
Depressed? You must like chocolate.,0
New drug ‘big deal’ in cystic fibrosis fight,1
WHO recommends one-hour maximum screen time per day for under-5s.,0
"European politicians, CEOs, lawmakers urge green coronavirus recovery.",0
Africa’s booming cities face a severe toilet crisis.,0
Authorities in Mexico have seized a massive shipment of cocaine headed towards a U.S. government facility.,1
Dutch doctor dies of lassa fever contracted in Sierra Leone.,0
Overcoming Fear of Back Pain May Spur Recovery,1
U.S. unveils graphic tobacco warnings.,0
Saturated fat could be good for you,1
" Those who purchase hunting and fishing gear at Cabela’s (and other retailers) now have to pay a medical excise tax established under Obamacare, according to social media posts. ",1
A teenaged girl was drugged and nearly abducted in a Dillard's department store by fellow teens working on behalf of sex traffickers.,1
"Preventive care coverage under the Affordable Care Act has already ""helped Granite Staters save money and live healthier lives.",1
Doctors are now saying menstrual cramps are as painful as heart attacks.,1
"Earlier this year, [John DePetro] was accused of sexually assaulting a female co-worker.",1
Massachusetts retailers can again sell pot vaping products.,0
WHO hails 'triumph' as Merck's Ebola vaccine gets European green light.,0
FDA Clears P-Cure Upright Imaging Solution  for Proton Therapy Enhancement,1
"After Fukushima, mother fights to get her life back.",0
Congo Ebola survivor passes college exam taken in isolation.,0
Static electricity is the cause of an increase in gas station refueling fires.  ,1
Britain unveils ban on e-cigarettes for under-18s.,0
"MSG is in vaccines and is linked to birth defects, developmental delays, infertility and is banned in Europe.",1
Hepatitis A on rise in Colorado with nearly 300 known cases.,0
State officials warn of algae bloom along Boston river.,0
Australian animal health firm apparently leaves Lawrence.,0
UAB Recruiting for Clinical Trial to Determine Therapies for Eradication of Multiple Myeloma –University of Alabama at Birmingham,1
Images depict the effects of lax immigration laws on California.,1
Lawyers making final pitches in Flint water criminal case.,0
China's tobacco monopoly means big risks for e-cigarette startups.,0
Wyoming residents concerned about proposed horse facility.,0
"In Chilean desert, global thirst for lithium is fueling a 'water war'.",0
"In Nagoya, scramble for hospital beds shows coronavirus challenge for aging Japan.",0
Study Questions Chiropractic’s Impact on Back Pain,0
Fertility supplements may help some women conceive,0
Study finds early potential in GSK leukaemia drug,1
Former Winona candy factory to become pet vitamin plant.,0
Cabin crew swap aircraft aisles for hospitals in UK's coronavirus fight.,0
Utah banning ‘conversion therapy’ with Mormon church backing.,0
Health care worker in Grant County has mumps.,0
"India cyclone kills at least 33, hundreds of thousands homeless.",0
Blue Buffalo pet food contains unsafe and higher-than-average levels of lead.,1
2020 hopeful Moulton shares mental health woes as war vet.,0
"“Guess what, [children are] not at risk unless they have an underlying medical issue.”",1
H9N2 bird flu threat understated in humans says expert.,0
Autopsy results from Vince Foster’s exhumed body — Cause of death to be changed!,1
Single Dose of Hallucinogenic Drug Psilocybin Relieves Anxiety and Depression in Patients with Advanced Cancer,1
Hepatitis C Drug Raises Cure Rate in Late Trial,1
"Tom Barrett Says ""Scott Walker wants to ban common forms of birth control, including the pill.",1
Players’ mental health becoming major issue in cricket.,0
 President Obama has changed the Oath of Allegiance so that new naturalized citizens don’t have to pledge to take up arms to defend the U.S. ,1
Profit-hungry tiger breeders behind push to lift China’s trading ban.,0
Talk Therapy Found to Ease Schizophrenia,0
Prostate Cancer Studies Find Benefit in Daily Acetaminophen and Brisk Walks,1
"John Bel Edwards Says of the coronavirus threat, “there was not a single suggestion by anyone, a doctor, a scientist, a political figure, that we needed to cancel Mardi Gras.”",0
Cancer-fighting spices offer flavorful way to eat healthy,1
Ohio’s stockpile got its start after the attacks of Sept. 11.,0
FDA Approves Cystic Fibrosis Drug,1
Cocoa mulch contains a chemical (theobromine) that can be harmful to pets.,0
"Robotic surgery grows, but so do questions",0
"Hormone therapy raises risk quickly, study finds",1
Shortage of drugs and equipment: Brussels hospitals sound the alarm.,0
Illinois nurse express regret for bar visit without mask.,0
"Just like Donald Trump, David Jolly wants to outlaw a woman's right to choose.",1
"Coronavirus cases top half a million, protective gear lacking: WHO.",0
Progesterone may be key to preventing recurrent miscarriage,1
Pepsi admitted that their soda contains cancer-causing ingredients.,1
"The Democratic health care bill in the House would ""create 53 new government bureaucracies.",1
"In 2020, two school boys in China died suddenly after wearing face masks during physical exercise.",0
"  This             email says that in the event of a heart attack when you are by             yourself, coughing repeatedly and vigorously can keep the heart             beating until help arrives.   ",1
Austria plans to test all retirement home residents for coronavirus.,0
2020 Dems’ health care battle is decades in the making.,0
New easy-to-use TB test achieves accuracy comparable to IGRAs in Phase III trials,0
The U.S.'s leading group of pediatricians issued a strong statement condemning tolerance of gender dysphoria in children.,1
"Under a new law, people can be arrested for conspiracy to commit murder if anyone travels out of Georgia for an abortion.",1
"Iowa Legislature back to talk taxes, workers, child care.",0
‘Super coral’ scientist dies in Hawaii at age 56.,0
Older patients with knee pain may benefit from allograft transplant technique,1
Babies Should Eat Eggs and Peanuts Early to Avoid Food Allergies,1
Kettlebells swing to a full body workout.,0
Meet Eugene’s young climate ‘warriors’.,0
"Georgia health agency warns of widespread flu, urges shots.",0
Congressional candidate Chris Jacobs “voted against paid leave for COVID-19.”,0
Eagle center struggles to supply American Indians rituals.,0
Oklahoma attorney general sues distributors of opioids.,0
New studies say antibiotics are good for infants with confirmed ear infections,0
"If you have a credit card and a kid, add your kid on as an authorized user and pay the bill on time. By the time that kid hits 18, boom 800+ credit score for them to succeed in this world.",1
Wedding guests should refrain from throwing rice at newly-wedded couples because the rice kills birds who eat it.,1
"Democratic 2020 candidates vie for unions, Latinos in Nevada.",0
FDA approves AstraZeneca type 2 diabetes drug.,0
Viagra may help heart effects of muscular dystrophy,1
On using embryonic stem cells for medical research.,1
Officials: 21 measles cases in Detroit area since March 13.,0
"The name Frank has risen in popularity by 20 percent"" since the debut of 'House of Cards' on Netflix.",1
"The state GOP ticket ""says their top priority is a career-long mission to outlaw abortion in all cases and ban some common forms of birth control.",1
"Bill Clinton Says Hillary Clinton tripled the number of people with AIDS whose ""lives are being saved .. and it did not cost you any more money.",0
Potential Parkinson’s Treatment Explored,0
Drug May Delay Pancreatic Cancer Return,0
Hearing concludes in Missouri abortion clinic licensing case.,0
Getting the focus back: There’s new hope for people with age-related macular degeneration,1
US plans reimagine fighting wildfires amid crews’ virus risk.,0
"U.S. Democratic presidential nominee Joe Biden supports ""defunding"" police agencies.",1
Scientists find clues to why binge-drinking causes binge-eating.,0
Breakthrough in Creating Artificial Pancreas,1
A drunk crop duster pilot dumped four tons of manure over parts of Kansas.,1
Inspirational Internet postings recount the high and low points in the life of KFC founder Colonel Harland Sanders.,1
Evidence shows Zika virus turns fetus brains to liquid.,1
"States with ""the highest gun ownership rates also have the highest suicide rates.",0
On fabric it can survive for 6-12 hours. normal laundry detergent will kill it.,1
“People are starting to enter ERs with fungal lung infections from wearing masks!!,1
Actress Martha Raye entertained troops and tended to wounded soldiers in the field in Vietnam.,0
Gene Therapy Cures Adult Leukemia,0
Chicago officials urge flu vaccine before peak season.,0
Study: New blood thinner works as well as Coumadin,0
Blood-Pressure Drugs Linked to Birth Defects,0
Pushing Limits of New Knees,1
